call_id,date,daily_caller,call_started,call_answered,call_ended,wait_length,service_length,meets_standard,call_type
5831,25/02/2021,126,"3:23:30 PM","3:23:30 PM","3:23:54 PM",0,24,TRUE,1
5832,25/02/2021,127,"3:27:17 PM","3:27:17 PM","3:32:18 PM",0,301,TRUE,0
5833,25/02/2021,128,"3:36:12 PM","3:36:12 PM","3:36:52 PM",0,40,TRUE,1
5834,25/02/2021,129,"3:36:44 PM","3:36:44 PM","3:39:12 PM",0,148,TRUE,0
5835,25/02/2021,130,"3:37:19 PM","3:37:19 PM","3:44:18 PM",0,419,TRUE,1
5836,25/02/2021,131,"3:37:35 PM","3:37:35 PM","3:39:25 PM",0,110,TRUE,1
5837,25/02/2021,132,"3:38:22 PM","3:38:22 PM","3:39:16 PM",0,54,TRUE,1
5838,25/02/2021,133,"3:44:44 PM","3:44:44 PM","3:49:40 PM",0,296,TRUE,1
5839,25/02/2021,134,"3:48:41 PM","3:48:41 PM","3:58:03 PM",0,562,TRUE,1
5840,25/02/2021,135,"3:49:59 PM","3:49:59 PM","3:54:44 PM",0,286,TRUE,2
5841,25/02/2021,136,"3:53:22 PM","3:53:22 PM","3:54:57 PM",0,95,TRUE,1
5842,25/02/2021,137,"3:53:53 PM","3:53:53 PM","3:54:37 PM",0,44,TRUE,1
5843,25/02/2021,138,"3:54:47 PM","3:54:47 PM","4:04:06 PM",0,559,TRUE,2
5844,25/02/2021,139,"3:58:17 PM","3:58:17 PM","3:59:48 PM",0,91,TRUE,0
5845,25/02/2021,140,"4:00:11 PM","4:00:11 PM","4:02:06 PM",0,116,TRUE,0
5846,25/02/2021,141,"4:11:34 PM","4:11:34 PM","4:16:16 PM",0,281,TRUE,1
5847,25/02/2021,142,"4:13:09 PM","4:13:09 PM","4:24:12 PM",0,663,TRUE,1
5848,25/02/2021,143,"4:13:41 PM","4:13:41 PM","4:31:24 PM",0,1063,TRUE,1
5849,25/02/2021,144,"4:17:40 PM","4:17:40 PM","4:22:10 PM",0,270,TRUE,0
5850,25/02/2021,145,"4:22:36 PM","4:22:36 PM","4:24:41 PM",0,125,TRUE,1
5851,25/02/2021,146,"4:28:04 PM","4:28:04 PM","4:36:34 PM",0,510,TRUE,1
5852,25/02/2021,147,"4:29:44 PM","4:29:44 PM","4:30:35 PM",0,50,TRUE,1
5853,25/02/2021,148,"4:31:24 PM","4:31:24 PM","4:33:12 PM",0,108,TRUE,2
5854,25/02/2021,149,"4:33:16 PM","4:33:16 PM","4:36:26 PM",0,190,TRUE,1
5855,25/02/2021,150,"4:37:08 PM","4:37:08 PM","4:37:11 PM",0,3,TRUE,0
5856,25/02/2021,151,"4:38:33 PM","4:38:33 PM","4:45:08 PM",0,395,TRUE,1
5857,25/02/2021,152,"4:39:21 PM","4:39:21 PM","4:49:04 PM",0,583,TRUE,1
5858,25/02/2021,153,"4:39:30 PM","4:39:30 PM","4:48:07 PM",0,517,TRUE,0
5859,25/02/2021,154,"4:39:40 PM","4:39:40 PM","4:41:21 PM",0,101,TRUE,1
5860,25/02/2021,155,"4:53:13 PM","4:53:13 PM","4:56:39 PM",0,206,TRUE,1
5861,25/02/2021,156,"4:58:56 PM","4:58:56 PM","5:12:54 PM",0,838,TRUE,1
5862,25/02/2021,157,"5:03:01 PM","5:03:01 PM","5:04:20 PM",0,79,TRUE,1
5863,25/02/2021,158,"5:11:03 PM","5:11:03 PM","5:12:39 PM",0,97,TRUE,1
5864,25/02/2021,159,"5:12:44 PM","5:12:44 PM","5:17:49 PM",0,305,TRUE,2
5865,25/02/2021,160,"5:16:08 PM","5:16:08 PM","5:18:20 PM",0,132,TRUE,2
5866,25/02/2021,161,"5:19:13 PM","5:19:13 PM","5:20:27 PM",0,74,TRUE,1
5867,25/02/2021,162,"5:37:35 PM","5:37:35 PM","5:42:41 PM",0,306,TRUE,1
5868,25/02/2021,163,"5:37:55 PM","5:37:55 PM","5:48:44 PM",0,649,TRUE,0
5869,25/02/2021,164,"5:38:07 PM","5:38:07 PM","5:40:14 PM",0,127,TRUE,1
5870,25/02/2021,165,"5:42:15 PM","5:42:15 PM","5:44:53 PM",0,158,TRUE,1
5871,25/02/2021,166,"5:45:28 PM","5:45:28 PM","5:53:17 PM",0,469,TRUE,1
5872,26/02/2021,1,"8:00:00 AM","8:00:00 AM","8:00:29 AM",0,30,TRUE,1
5873,26/02/2021,2,"8:07:14 AM","8:07:14 AM","8:22:47 AM",0,933,TRUE,2
5874,26/02/2021,3,"8:07:14 AM","8:07:14 AM","8:12:36 AM",0,321,TRUE,0
5875,26/02/2021,4,"8:08:09 AM","8:08:09 AM","8:08:51 AM",0,43,TRUE,1
5876,26/02/2021,5,"8:12:15 AM","8:12:15 AM","8:22:01 AM",0,586,TRUE,1
5877,26/02/2021,6,"8:14:35 AM","8:14:35 AM","8:14:36 AM",0,1,TRUE,2
5878,26/02/2021,7,"8:18:43 AM","8:18:43 AM","8:19:38 AM",0,55,TRUE,1
5879,26/02/2021,8,"8:20:29 AM","8:20:29 AM","8:20:32 AM",0,3,TRUE,1
5880,26/02/2021,9,"8:25:49 AM","8:25:49 AM","8:35:06 AM",0,557,TRUE,2
5881,26/02/2021,10,"8:31:02 AM","8:31:02 AM","8:34:52 AM",0,230,TRUE,1
5882,26/02/2021,11,"8:37:14 AM","8:37:14 AM","9:00:44 AM",0,1411,TRUE,1
5883,26/02/2021,12,"8:38:05 AM","8:38:05 AM","8:38:32 AM",0,27,TRUE,1
5884,26/02/2021,13,"8:45:55 AM","8:45:55 AM","8:47:24 AM",0,89,TRUE,0
5885,26/02/2021,14,"8:46:35 AM","8:46:35 AM","8:49:01 AM",0,146,TRUE,1
5886,26/02/2021,15,"8:51:45 AM","8:51:45 AM","8:55:21 AM",0,216,TRUE,0
5887,26/02/2021,16,"8:54:37 AM","8:54:37 AM","8:58:09 AM",0,212,TRUE,2
5888,26/02/2021,17,"9:05:51 AM","9:05:51 AM","9:06:13 AM",0,21,TRUE,0
5889,26/02/2021,18,"9:15:12 AM","9:15:12 AM","9:33:38 AM",0,1106,TRUE,2
5890,26/02/2021,19,"9:16:26 AM","9:16:26 AM","9:22:48 AM",0,381,TRUE,1
5891,26/02/2021,20,"9:31:00 AM","9:31:00 AM","9:31:27 AM",0,27,TRUE,0
5892,26/02/2021,21,"9:31:07 AM","9:31:07 AM","9:34:40 AM",0,213,TRUE,1
5893,26/02/2021,22,"9:33:37 AM","9:33:37 AM","9:40:54 AM",0,437,TRUE,0
5894,26/02/2021,23,"9:38:49 AM","9:38:49 AM","9:49:44 AM",0,655,TRUE,1
5895,26/02/2021,24,"9:44:01 AM","9:44:01 AM","9:53:04 AM",0,543,TRUE,1
5896,26/02/2021,25,"9:44:34 AM","9:44:34 AM","9:46:12 AM",0,98,TRUE,2
5897,26/02/2021,26,"9:50:24 AM","9:50:24 AM","9:56:55 AM",0,390,TRUE,1
5898,26/02/2021,27,"9:51:56 AM","9:51:56 AM","9:54:28 AM",0,153,TRUE,1
5899,26/02/2021,28,"9:56:27 AM","9:56:27 AM","9:57:21 AM",0,54,TRUE,1
5900,26/02/2021,29,"9:56:37 AM","9:56:37 AM","9:59:59 AM",0,202,TRUE,1
5901,26/02/2021,30,"9:56:57 AM","9:56:57 AM","10:09:36 AM",0,759,TRUE,1
5902,26/02/2021,31,"10:01:13 AM","10:01:13 AM","10:05:41 AM",0,268,TRUE,1
5903,26/02/2021,32,"10:01:50 AM","10:01:50 AM","10:03:55 AM",0,126,TRUE,1
5904,26/02/2021,33,"10:04:06 AM","10:04:06 AM","10:04:51 AM",0,46,TRUE,2
5905,26/02/2021,34,"10:09:16 AM","10:09:16 AM","10:09:50 AM",0,34,TRUE,0
5906,26/02/2021,35,"10:09:24 AM","10:09:24 AM","10:31:55 AM",0,1351,TRUE,1
5907,26/02/2021,36,"10:09:43 AM","10:09:43 AM","10:11:07 AM",0,84,TRUE,1
5908,26/02/2021,37,"10:10:32 AM","10:10:32 AM","10:15:24 AM",0,292,TRUE,1
5909,26/02/2021,38,"10:13:39 AM","10:13:39 AM","10:23:16 AM",0,577,TRUE,1
5910,26/02/2021,39,"10:19:15 AM","10:19:15 AM","10:20:39 AM",0,83,TRUE,0
5911,26/02/2021,40,"10:20:25 AM","10:20:25 AM","10:21:05 AM",0,40,TRUE,2
5912,26/02/2021,41,"10:23:29 AM","10:23:29 AM","10:24:50 AM",0,81,TRUE,1
5913,26/02/2021,42,"10:24:49 AM","10:24:49 AM","10:25:58 AM",0,69,TRUE,1
5914,26/02/2021,43,"10:27:07 AM","10:27:07 AM","10:34:58 AM",0,471,TRUE,0
5915,26/02/2021,44,"10:33:26 AM","10:33:26 AM","10:34:16 AM",0,50,TRUE,2
5916,26/02/2021,45,"10:33:35 AM","10:33:35 AM","10:34:06 AM",0,32,TRUE,1
5917,26/02/2021,46,"10:36:29 AM","10:36:29 AM","10:38:57 AM",0,148,TRUE,1
5918,26/02/2021,47,"10:54:59 AM","10:54:59 AM","10:58:29 AM",0,210,TRUE,1
5919,26/02/2021,48,"10:55:01 AM","10:55:01 AM","11:04:59 AM",0,598,TRUE,0
5920,26/02/2021,49,"10:56:47 AM","10:56:47 AM","11:04:06 AM",0,439,TRUE,1
5921,26/02/2021,50,"11:06:05 AM","11:06:05 AM","11:09:36 AM",0,211,TRUE,1
5922,26/02/2021,51,"11:08:11 AM","11:08:11 AM","11:16:57 AM",0,526,TRUE,0
5923,26/02/2021,52,"11:08:13 AM","11:08:13 AM","11:11:29 AM",0,197,TRUE,1
5924,26/02/2021,53,"11:10:01 AM","11:10:01 AM","11:17:28 AM",0,447,TRUE,0
5925,26/02/2021,54,"11:15:51 AM","11:15:51 AM","11:23:51 AM",0,479,TRUE,1
5926,26/02/2021,55,"11:22:14 AM","11:22:14 AM","11:25:34 AM",0,200,TRUE,1
5927,26/02/2021,56,"11:30:16 AM","11:30:16 AM","11:38:52 AM",0,516,TRUE,2
5928,26/02/2021,57,"11:32:49 AM","11:32:49 AM","11:37:11 AM",0,262,TRUE,1
5929,26/02/2021,58,"11:34:49 AM","11:34:49 AM","11:35:23 AM",0,34,TRUE,1
5930,26/02/2021,59,"11:41:04 AM","11:41:04 AM","11:46:39 AM",0,335,TRUE,1
5931,26/02/2021,60,"11:42:04 AM","11:42:04 AM","11:43:01 AM",0,57,TRUE,1
5932,26/02/2021,61,"11:43:23 AM","11:43:23 AM","11:46:44 AM",0,201,TRUE,2
5933,26/02/2021,62,"11:45:05 AM","11:45:05 AM","11:54:14 AM",0,548,TRUE,1
5934,26/02/2021,63,"11:48:13 AM","11:48:13 AM","11:48:23 AM",0,10,TRUE,0
5935,26/02/2021,64,"11:58:50 AM","11:58:50 AM","12:00:17 PM",0,87,TRUE,0
5936,26/02/2021,65,"11:59:26 AM","11:59:26 AM","12:01:21 PM",0,115,TRUE,0
5937,26/02/2021,66,"12:02:14 PM","12:02:14 PM","12:02:17 PM",0,3,TRUE,1
5938,26/02/2021,67,"12:05:26 PM","12:05:26 PM","12:43:23 PM",0,2277,TRUE,1
5939,26/02/2021,68,"12:05:28 PM","12:05:28 PM","12:06:46 PM",0,78,TRUE,0
5940,26/02/2021,69,"12:07:32 PM","12:07:32 PM","12:08:20 PM",0,48,TRUE,1
5941,26/02/2021,70,"12:08:26 PM","12:08:26 PM","12:16:13 PM",0,467,TRUE,1
5942,26/02/2021,71,"12:09:43 PM","12:09:43 PM","12:10:15 PM",0,32,TRUE,1
5943,26/02/2021,72,"12:10:51 PM","12:10:51 PM","12:17:09 PM",0,378,TRUE,1
5944,26/02/2021,73,"12:11:53 PM","12:11:53 PM","12:13:29 PM",0,96,TRUE,1
5945,26/02/2021,74,"12:12:46 PM","12:13:29 PM","12:16:46 PM",43,197,TRUE,1
5946,26/02/2021,75,"12:15:18 PM","12:16:13 PM","12:24:20 PM",55,487,TRUE,1
5947,26/02/2021,76,"12:16:18 PM","12:16:46 PM","12:19:55 PM",28,189,TRUE,2
5948,26/02/2021,77,"12:19:26 PM","12:19:26 PM","12:23:43 PM",0,257,TRUE,0
5949,26/02/2021,78,"12:28:17 PM","12:28:17 PM","12:34:17 PM",0,360,TRUE,0
5950,26/02/2021,79,"12:29:50 PM","12:29:50 PM","12:32:57 PM",0,186,TRUE,0
5951,26/02/2021,80,"12:32:51 PM","12:32:51 PM","12:34:26 PM",0,95,TRUE,1
5952,26/02/2021,81,"12:33:09 PM","12:33:09 PM","12:33:14 PM",0,4,TRUE,2
5953,26/02/2021,82,"12:34:46 PM","12:34:46 PM","12:37:00 PM",0,134,TRUE,1
5954,26/02/2021,83,"12:37:25 PM","12:37:25 PM","12:48:40 PM",0,675,TRUE,1
5955,26/02/2021,84,"12:43:19 PM","12:43:19 PM","1:10:02 PM",0,1603,TRUE,1
5956,26/02/2021,85,"12:48:04 PM","12:48:04 PM","12:52:23 PM",0,259,TRUE,1
5957,26/02/2021,86,"12:49:16 PM","12:49:16 PM","12:49:23 PM",0,6,TRUE,0
5958,26/02/2021,87,"12:53:56 PM","12:53:56 PM","12:55:32 PM",0,96,TRUE,0
5959,26/02/2021,88,"1:01:48 PM","1:01:48 PM","1:01:51 PM",0,3,TRUE,1
5960,26/02/2021,89,"1:05:58 PM","1:05:58 PM","1:18:04 PM",0,727,TRUE,1
5961,26/02/2021,90,"1:08:04 PM","1:08:04 PM","1:11:17 PM",0,193,TRUE,1
5962,26/02/2021,91,"1:10:15 PM","1:10:15 PM","1:14:57 PM",0,282,TRUE,2
5963,26/02/2021,92,"1:11:34 PM","1:11:34 PM","1:11:39 PM",0,5,TRUE,1
5964,26/02/2021,93,"1:12:35 PM","1:12:35 PM","1:16:01 PM",0,206,TRUE,1
5965,26/02/2021,94,"1:12:43 PM","1:12:43 PM","1:17:09 PM",0,266,TRUE,1
5966,26/02/2021,95,"1:13:51 PM","1:14:57 PM","1:16:44 PM",66,107,FALSE,1
5967,26/02/2021,96,"1:18:06 PM","1:18:06 PM","1:22:09 PM",0,243,TRUE,1
5968,26/02/2021,97,"1:24:16 PM","1:24:16 PM","1:28:13 PM",0,237,TRUE,2
5969,26/02/2021,98,"1:27:42 PM","1:27:42 PM","1:30:19 PM",0,157,TRUE,1
5970,26/02/2021,99,"1:29:33 PM","1:29:33 PM","1:30:55 PM",0,82,TRUE,1
5971,26/02/2021,100,"1:30:05 PM","1:30:05 PM","1:34:51 PM",0,287,TRUE,0
5972,26/02/2021,101,"1:32:43 PM","1:32:43 PM","1:34:17 PM",0,94,TRUE,0
5973,26/02/2021,102,"1:33:16 PM","1:33:16 PM","1:38:47 PM",0,332,TRUE,2
5974,26/02/2021,103,"1:33:25 PM","1:33:25 PM","1:34:58 PM",0,93,TRUE,1
5975,26/02/2021,104,"1:33:59 PM","1:34:17 PM","1:42:36 PM",18,499,TRUE,1
5976,26/02/2021,105,"1:38:38 PM","1:38:38 PM","1:44:53 PM",0,375,TRUE,1
5977,26/02/2021,106,"1:49:22 PM","1:49:22 PM","1:50:23 PM",0,61,TRUE,2
5978,26/02/2021,107,"2:02:49 PM","2:02:49 PM","2:04:07 PM",0,79,TRUE,1
5979,26/02/2021,108,"2:03:00 PM","2:03:00 PM","2:05:52 PM",0,172,TRUE,2
5980,26/02/2021,109,"2:08:53 PM","2:08:53 PM","2:13:36 PM",0,283,TRUE,1
5981,26/02/2021,110,"2:10:52 PM","2:10:52 PM","2:11:28 PM",0,36,TRUE,1
5982,26/02/2021,111,"2:13:14 PM","2:13:14 PM","2:17:21 PM",0,248,TRUE,1
5983,26/02/2021,112,"2:13:23 PM","2:13:23 PM","2:27:25 PM",0,842,TRUE,1
5984,26/02/2021,113,"2:17:28 PM","2:17:28 PM","2:22:35 PM",0,307,TRUE,0
5985,26/02/2021,114,"2:21:40 PM","2:21:40 PM","2:27:07 PM",0,328,TRUE,2
5986,26/02/2021,115,"2:24:26 PM","2:24:26 PM","2:27:19 PM",0,173,TRUE,0
5987,26/02/2021,116,"2:25:39 PM","2:25:39 PM","2:25:50 PM",0,11,TRUE,1
5988,26/02/2021,117,"2:26:09 PM","2:26:09 PM","2:33:03 PM",0,414,TRUE,2
5989,26/02/2021,118,"2:33:10 PM","2:33:10 PM","2:35:40 PM",0,150,TRUE,2
5990,26/02/2021,119,"2:34:50 PM","2:34:50 PM","2:40:23 PM",0,333,TRUE,1
5991,26/02/2021,120,"2:37:12 PM","2:37:12 PM","2:51:12 PM",0,841,TRUE,1
5992,26/02/2021,121,"2:43:40 PM","2:43:40 PM","2:44:03 PM",0,23,TRUE,1
5993,26/02/2021,122,"2:51:39 PM","2:51:39 PM","2:52:43 PM",0,64,TRUE,1
5994,26/02/2021,123,"2:52:42 PM","2:52:42 PM","2:52:47 PM",0,6,TRUE,1
5995,26/02/2021,124,"2:55:38 PM","2:55:38 PM","3:02:01 PM",0,384,TRUE,2
5996,26/02/2021,125,"3:00:26 PM","3:00:26 PM","3:00:41 PM",0,16,TRUE,0
5997,26/02/2021,126,"3:03:52 PM","3:03:52 PM","3:06:44 PM",0,172,TRUE,1
5998,26/02/2021,127,"3:08:45 PM","3:08:45 PM","3:11:14 PM",0,149,TRUE,1
5999,26/02/2021,128,"3:10:20 PM","3:10:20 PM","3:15:09 PM",0,289,TRUE,2
6000,26/02/2021,129,"3:12:20 PM","3:12:20 PM","3:14:20 PM",0,119,TRUE,1
6001,26/02/2021,130,"3:17:26 PM","3:17:26 PM","3:25:45 PM",0,498,TRUE,2
6002,26/02/2021,131,"3:18:16 PM","3:18:16 PM","3:19:54 PM",0,98,TRUE,0
6003,26/02/2021,132,"3:21:17 PM","3:21:17 PM","3:23:09 PM",0,112,TRUE,1
6004,26/02/2021,133,"3:27:01 PM","3:27:01 PM","3:29:28 PM",0,147,TRUE,0
6005,26/02/2021,134,"3:27:53 PM","3:27:53 PM","3:31:40 PM",0,227,TRUE,0
6006,26/02/2021,135,"3:27:56 PM","3:27:56 PM","3:32:56 PM",0,300,TRUE,0
6007,26/02/2021,136,"3:28:18 PM","3:28:18 PM","3:33:41 PM",0,323,TRUE,1
6008,26/02/2021,137,"3:28:51 PM","3:29:28 PM","3:35:53 PM",37,385,TRUE,1
6009,26/02/2021,138,"3:30:36 PM","3:31:40 PM","3:35:51 PM",64,251,FALSE,2
6010,26/02/2021,139,"3:30:53 PM","3:32:56 PM","3:42:44 PM",123,589,FALSE,1
6011,26/02/2021,140,"3:31:30 PM","3:33:41 PM","3:33:53 PM",131,12,FALSE,0
6012,26/02/2021,141,"3:31:43 PM","3:33:53 PM","3:47:16 PM",130,803,FALSE,1
6013,26/02/2021,142,"3:38:38 PM","3:38:38 PM","3:59:47 PM",0,1269,TRUE,0
6014,26/02/2021,143,"3:43:09 PM","3:43:09 PM","3:46:25 PM",0,197,TRUE,0
6015,26/02/2021,144,"3:43:11 PM","3:43:11 PM","3:46:49 PM",0,218,TRUE,0
6016,26/02/2021,145,"3:44:07 PM","3:46:25 PM","3:46:37 PM",139,12,FALSE,1
6017,26/02/2021,146,"3:47:44 PM","3:47:44 PM","3:55:29 PM",0,465,TRUE,1
6018,26/02/2021,147,"3:48:15 PM","3:48:15 PM","3:49:11 PM",0,56,TRUE,0
6019,26/02/2021,148,"3:51:42 PM","3:51:42 PM","4:12:56 PM",0,1274,TRUE,1
6020,26/02/2021,149,"3:52:07 PM","3:52:07 PM","3:59:11 PM",0,425,TRUE,2
6021,26/02/2021,150,"3:52:29 PM","3:55:29 PM","3:56:37 PM",180,68,FALSE,2
6022,26/02/2021,151,"3:57:51 PM","3:57:51 PM","3:59:46 PM",0,115,TRUE,0
6023,26/02/2021,152,"4:03:53 PM","4:03:53 PM","4:05:32 PM",0,100,TRUE,1
6024,26/02/2021,153,"4:04:52 PM","4:04:52 PM","4:08:29 PM",0,217,TRUE,1
6025,26/02/2021,154,"4:06:22 PM","4:06:22 PM","4:08:59 PM",0,157,TRUE,1
6026,26/02/2021,155,"4:07:31 PM","4:07:31 PM","4:10:46 PM",0,195,TRUE,1
6027,26/02/2021,156,"4:13:13 PM","4:13:13 PM","4:25:29 PM",0,736,TRUE,1
6028,26/02/2021,157,"4:16:34 PM","4:16:34 PM","4:21:20 PM",0,286,TRUE,1
6029,26/02/2021,158,"4:19:13 PM","4:19:13 PM","4:36:04 PM",0,1010,TRUE,0
6030,26/02/2021,159,"4:21:23 PM","4:21:23 PM","4:28:10 PM",0,407,TRUE,2
6031,26/02/2021,160,"4:24:37 PM","4:24:37 PM","4:29:37 PM",0,300,TRUE,0
6032,26/02/2021,161,"4:29:57 PM","4:29:57 PM","4:36:57 PM",0,420,TRUE,2
6033,26/02/2021,162,"4:31:08 PM","4:31:08 PM","4:40:29 PM",0,562,TRUE,1
6034,26/02/2021,163,"4:31:59 PM","4:31:59 PM","4:34:03 PM",0,124,TRUE,0
6035,26/02/2021,164,"4:32:20 PM","4:34:03 PM","4:40:38 PM",103,395,FALSE,2
6036,26/02/2021,165,"4:32:31 PM","4:36:04 PM","4:45:32 PM",213,569,FALSE,0
6037,26/02/2021,166,"4:32:38 PM","4:36:57 PM","4:37:53 PM",259,56,FALSE,2
6038,26/02/2021,167,"4:35:30 PM","4:37:53 PM","4:56:50 PM",143,1137,FALSE,0
6039,26/02/2021,168,"4:36:53 PM","4:40:29 PM","4:56:25 PM",217,956,FALSE,1
6040,26/02/2021,169,"4:45:08 PM","4:45:08 PM","4:56:07 PM",0,660,TRUE,1
6041,26/02/2021,170,"4:46:31 PM","4:46:31 PM","5:10:01 PM",0,1409,TRUE,2
6042,26/02/2021,171,"4:51:28 PM","4:56:07 PM","4:59:46 PM",279,218,FALSE,1
6043,26/02/2021,172,"4:52:26 PM","4:56:25 PM","4:56:49 PM",240,23,FALSE,1
6044,26/02/2021,173,"4:56:38 PM","4:56:49 PM","4:58:23 PM",11,94,TRUE,1
6045,26/02/2021,174,"4:56:44 PM","4:56:50 PM","4:59:47 PM",6,178,TRUE,2
6046,26/02/2021,175,"4:57:28 PM","4:58:23 PM","5:06:14 PM",55,471,TRUE,1
6047,26/02/2021,176,"5:07:45 PM","5:07:45 PM","5:09:35 PM",0,110,TRUE,0
6048,26/02/2021,177,"5:08:13 PM","5:08:13 PM","5:11:05 PM",0,173,TRUE,0
6049,26/02/2021,178,"5:21:43 PM","5:21:43 PM","5:24:32 PM",0,170,TRUE,0
6050,26/02/2021,179,"5:22:19 PM","5:22:19 PM","5:34:51 PM",0,752,TRUE,2
6051,26/02/2021,180,"5:23:26 PM","5:23:26 PM","5:32:48 PM",0,562,TRUE,2
6052,26/02/2021,181,"5:26:11 PM","5:26:11 PM","5:34:19 PM",0,488,TRUE,0
6053,26/02/2021,182,"5:28:32 PM","5:28:32 PM","5:30:01 PM",0,89,TRUE,0
6054,26/02/2021,183,"5:32:53 PM","5:32:53 PM","5:33:55 PM",0,62,TRUE,0
6055,26/02/2021,184,"5:33:48 PM","5:33:48 PM","5:38:50 PM",0,302,TRUE,1
6056,26/02/2021,185,"5:34:43 PM","5:34:43 PM","5:37:56 PM",0,192,TRUE,0
6057,26/02/2021,186,"5:43:39 PM","5:43:39 PM","5:43:48 PM",0,10,TRUE,2
6058,26/02/2021,187,"5:46:37 PM","5:46:37 PM","5:55:31 PM",0,534,TRUE,1
6059,26/02/2021,188,"5:48:38 PM","5:48:38 PM","5:53:55 PM",0,318,TRUE,0
6060,26/02/2021,189,"5:49:34 PM","5:49:34 PM","5:54:29 PM",0,295,TRUE,1
6061,26/02/2021,190,"5:55:54 PM","5:55:54 PM","5:58:43 PM",0,169,TRUE,1
6062,01/03/2021,1,"8:00:00 AM","8:00:00 AM","8:00:00 AM",0,1,TRUE,0
6063,01/03/2021,2,"8:08:02 AM","8:08:02 AM","8:21:06 AM",0,785,TRUE,1
6064,01/03/2021,3,"8:13:06 AM","8:13:06 AM","8:15:48 AM",0,162,TRUE,0
6065,01/03/2021,4,"8:13:19 AM","8:13:19 AM","8:13:59 AM",0,40,TRUE,1
6066,01/03/2021,5,"8:13:31 AM","8:13:31 AM","8:14:25 AM",0,54,TRUE,0
6067,01/03/2021,6,"8:20:34 AM","8:20:34 AM","8:20:51 AM",0,17,TRUE,2
6068,01/03/2021,7,"8:23:00 AM","8:23:00 AM","8:27:59 AM",0,298,TRUE,1
6069,01/03/2021,8,"8:35:03 AM","8:35:03 AM","8:37:02 AM",0,119,TRUE,1
6070,01/03/2021,9,"9:08:26 AM","9:08:26 AM","9:09:04 AM",0,37,TRUE,0
6071,01/03/2021,10,"9:22:51 AM","9:22:51 AM","9:29:17 AM",0,386,TRUE,0
6072,01/03/2021,11,"9:24:43 AM","9:24:43 AM","9:38:13 AM",0,810,TRUE,1
6073,01/03/2021,12,"9:26:17 AM","9:26:17 AM","9:43:13 AM",0,1016,TRUE,1
6074,01/03/2021,13,"9:36:31 AM","9:36:31 AM","9:42:49 AM",0,378,TRUE,2
6075,01/03/2021,14,"9:39:29 AM","9:39:29 AM","9:43:48 AM",0,259,TRUE,2
6076,01/03/2021,15,"9:39:51 AM","9:39:51 AM","9:51:52 AM",0,721,TRUE,0
6077,01/03/2021,16,"9:43:16 AM","9:43:16 AM","9:44:04 AM",0,48,TRUE,1
6078,01/03/2021,17,"9:49:20 AM","9:49:20 AM","9:58:42 AM",0,562,TRUE,1
6079,01/03/2021,18,"9:59:45 AM","9:59:45 AM","10:11:56 AM",0,731,TRUE,0
6080,01/03/2021,19,"10:03:50 AM","10:03:50 AM","10:06:04 AM",0,134,TRUE,0
6081,01/03/2021,20,"10:09:14 AM","10:09:14 AM","10:09:14 AM",0,0,TRUE,2
6082,01/03/2021,21,"10:13:36 AM","10:13:36 AM","10:15:08 AM",0,92,TRUE,0
6083,01/03/2021,22,"10:19:33 AM","10:19:33 AM","10:21:00 AM",0,87,TRUE,1
6084,01/03/2021,23,"10:22:02 AM","10:22:02 AM","10:23:27 AM",0,85,TRUE,1
6085,01/03/2021,24,"10:25:22 AM","10:25:22 AM","10:27:28 AM",0,125,TRUE,1
6086,01/03/2021,25,"10:46:54 AM","10:46:54 AM","10:49:41 AM",0,167,TRUE,1
6087,01/03/2021,26,"10:47:00 AM","10:47:00 AM","10:55:09 AM",0,489,TRUE,1
6088,01/03/2021,27,"10:54:54 AM","10:54:54 AM","10:56:45 AM",0,111,TRUE,1
6089,01/03/2021,28,"11:01:52 AM","11:01:52 AM","11:06:58 AM",0,306,TRUE,0
6090,01/03/2021,29,"11:03:27 AM","11:03:27 AM","11:06:13 AM",0,166,TRUE,2
6091,01/03/2021,30,"11:11:20 AM","11:11:20 AM","11:13:37 AM",0,137,TRUE,2
6092,01/03/2021,31,"11:15:16 AM","11:15:16 AM","11:15:56 AM",0,40,TRUE,1
6093,01/03/2021,32,"11:20:59 AM","11:20:59 AM","11:22:44 AM",0,105,TRUE,1
6094,01/03/2021,33,"11:21:54 AM","11:21:54 AM","11:22:04 AM",0,10,TRUE,1
6095,01/03/2021,34,"11:22:58 AM","11:22:58 AM","11:31:51 AM",0,533,TRUE,2
6096,01/03/2021,35,"11:26:49 AM","11:26:49 AM","11:33:56 AM",0,427,TRUE,1
6097,01/03/2021,36,"11:29:05 AM","11:29:05 AM","11:29:33 AM",0,29,TRUE,2
6098,01/03/2021,37,"11:35:13 AM","11:35:13 AM","11:43:14 AM",0,481,TRUE,0
6099,01/03/2021,38,"11:40:38 AM","11:40:38 AM","11:42:17 AM",0,99,TRUE,1
6100,01/03/2021,39,"11:45:54 AM","11:45:54 AM","11:46:26 AM",0,32,TRUE,1
6101,01/03/2021,40,"11:48:34 AM","11:48:34 AM","11:50:29 AM",0,115,TRUE,0
6102,01/03/2021,41,"11:49:45 AM","11:49:45 AM","11:56:05 AM",0,380,TRUE,0
6103,01/03/2021,42,"11:49:57 AM","11:49:57 AM","11:58:31 AM",0,514,TRUE,2
